Delta_L=0.01
TotalPoints=26283
0.0;0.0
-2.999986500091125e-05;-0.009999955000303748
-0.00018429789171614102;-0.019998764535391005
-0.0005365760459234268;-0.029992557614200888
-0.001094870898507625;-0.03997696079403983
-0.001853700553649057;-0.0499481281055675
-0.002810047307388685;-0.059902293107545905
-0.003962075826731615;-0.06983571297638365
-0.0053079695895161365;-0.07974472755803089
-0.006845684720312094;-0.08962579188210656
-0.008572929851234489;-0.0994754936165605
-0.010487180097538263;-0.10929056600521489
-0.012585695677133147;-0.11906789858430811
-0.014865541662978906;-0.12880454596833218
-0.01732360828274564;-0.13849773473636867
-0.019956631450414215;-0.1481448684556928
-0.022761213252640935;-0.15774353091015064
-0.025733842138555476;-0.1672914876290841
-0.028870912590240556;-0.17678668583560747
-0.032168744082074666;-0.18622725295053585
-0.03562359916914696;-0.19561149380035053
-0.03923170057691911;-0.20493788668459215
-0.042989247195234385;-0.21420507846048562
-0.04689242890887767;-0.22341187880101004
-0.05093744022358624;-0.23255725377767883
-0.055120492670302904;-0.24164031891165302
-0.05943782599132173;-0.2506603318271216
-0.06388571812972198;-0.25961668462975046
-0.06846049405815764;-0.2685088961209716
-0.07315853349480418;-0.2773366039464331
-0.07797627756326643;-0.28609955676445037
-0.08291023445977486;-0.29479760650812264
-0.08795698419532327;-0.30343070080314466
-0.09311318248282016;-0.3119988755924457
-0.09837556384012927;-0.320502248008743
-0.10374094397933957;-0.32894100952698535
-0.10920622155099013;-0.33731541942051296
-0.11476837930951607;-0.34562579853757314
-0.12042448476308773;-0.3538725234085796
-0.1261716903674684;-0.3620560206891422
-0.1320072333196719;-0.37017676193935994
-0.13792843500319119;-0.37823525873610114
-0.14393270013249937;-0.3862320581119123
-0.15001751564048188;-0.3941677383117323
-0.15618044934850964;-0.40204290485666677
-0.16241914845505878;-0.4098581869026292
-0.1687313378751616;-0.41761423388061625
-0.17511481845955848;-0.42531171240469334
-0.1815674651192307;-0.43295130343336896
-0.18808722487803387;-0.44053369966988226
-0.1946721148734266;-0.4480596031869742
-0.20132022032279243;-0.45552972326192026
-0.20802969247058042;-0.46294477440793785
-0.21479874652943148;-0.47030547458851524
-0.2216256596266012;-0.47761254360171695
-0.2285087687653245;-0.4848667016220818
-0.23544646880927841;-0.49206866788832615
-0.24243721049697453;-0.49921915952568285
-0.24947949849173826;-0.5063188904923327
-0.2565718894718949;-0.5133685706400126
-0.2637129902648704;-0.5203689048795018
-0.27090145602811583;-0.5273205924422918
-0.27813598847906823;-0.5342243262303312
-0.28541533417575393;-0.5410807922463006
-0.2927382828491189;-0.547890669097409
-0.3001036657877188;-0.5546546275662186
-0.30751035427501777;-0.5613733302424883
-0.31495725807921615;-0.5680474312104851
-0.32244332399525155;-0.5746775757866442
-0.32996753443838545;-0.5812644003028611
-0.3375289060885955;-0.5878085319310757
-0.3451264885848352;-0.5943105885451657
-0.35275936326809587;-0.6007711786164857
-0.360426641972103;-0.607190901139701
-0.3681274658604014;-0.613570345585843
-0.37586100430852376;-0.6199100918797741
-0.3836264538298954;-0.6262107103994933
-0.3914230370440999;-0.6324727619949357
-0.39925000168611535;-0.6386967980241245
-0.4071066196551254;-0.6448833604047224
-0.41499218610151467;-0.6510329816792059
-0.4229060185506679;-0.6571461850920435
-0.4308474560622111;-0.6632234846774065
-0.43881585842335485;-0.6692653853560769
-0.4468106053750275;-0.6752723830403383
-0.45483109586951476;-0.6812449647457517
-0.4628767473583572;-0.68718360870882
-0.47094699510928867;-0.6930887845096396
-0.4790412915510381;-0.6989609531987258
-0.4871591056448515;-0.7048005674272758
-0.4952999222816305;-0.7106080715802094
-0.5034632417036208;-0.7163839019113875
-0.5116485789496221;-0.7221284866804742
-0.5198554633227292;-0.7278422462909627
-0.5280834378796512;-0.7335255934289304
-0.5363320589406911;-0.7391789332021412
-0.5446008956195083;-0.7448026632791496
-0.5528895293718152;-0.7503971740280997
-0.561197553562201;-0.75596284865495
-0.5695245730483024;-0.7615000633408808
-0.577870203781579;-0.7670091873786737
-0.586234072423979;-0.7724905833078765
-0.5946158159798113;-0.7779446070485897
-0.6030150814421734;-0.7833716080337352
-0.6114315254533075;-0.7887719293396803
-0.6198648139782871;-0.7941459078151162
-0.6283146219914636;-0.7994938742080975
-0.6367806331751253;-0.8048161532911702
-0.6452625396298468;-0.8101130639845229
-0.6537600415960284;-0.8153849194771118
-0.6622728471861511;-0.8206320273457167
-0.670800672127288;-0.825854689671899
-0.6793432395134393;-0.8310532031568352
-0.687900279567274;-0.8362278592340127
-0.6964715294108799;-0.8413789441797774
-0.705056732845145;-0.8465067392217308
-0.7136556401374049;-0.8516115206449771
-0.7222680078170111;-0.8566935598962301
-0.7308935984784902;-0.8617531236857877
-0.7395321805919775;-0.8667904740873915
-0.7481835283206215;-0.8718058686359874
-0.7568474213446743;-0.8767995604234098
-0.7655236446919894;-0.881771798192011
-0.7742119885746654;-0.8867228264262635
-0.7829122482315841;-0.89165288544236
-0.7916242237766011;-0.896562211475842
-0.8003477200521623;-0.9014510367672868
-0.8090825464881233;-0.9063195896460831
