Fluid parameters:
 Density rho: 1000.000000
 Heat Capacity Cp: 4100.000000
 Flowrate q: 1.000000
 Initial Temperature Ti: 10.000000
Pipe parameters:
 Radius: 0.100000
 Material Thickness: 0.010000
 Heat Conductivity k_mat: 110.000000
 Lenght: 262.830000
 Number of datapoints: 26283
 Increment along path: 0.010000
1;0.000000;0.000000;15.000000;10.000000
2;-0.000030;-0.010000;15.001000;10.000044
3;-0.000184;-0.019999;15.002000;10.000088
4;-0.000537;-0.029993;15.002999;10.000133
5;-0.001095;-0.039977;15.003998;10.000177
6;-0.001854;-0.049948;15.004995;10.000221
7;-0.002810;-0.059902;15.005990;10.000265
8;-0.003962;-0.069836;15.006984;10.000310
9;-0.005308;-0.079745;15.007974;10.000354
10;-0.006846;-0.089626;15.008963;10.000398
11;-0.008573;-0.099475;15.009948;10.000443
12;-0.010487;-0.109291;15.010929;10.000487
13;-0.012586;-0.119068;15.011907;10.000531
14;-0.014866;-0.128805;15.012880;10.000576
15;-0.017324;-0.138498;15.013850;10.000620
16;-0.019957;-0.148145;15.014814;10.000664
17;-0.022761;-0.157744;15.015774;10.000709
18;-0.025734;-0.167291;15.016729;10.000753
19;-0.028871;-0.176787;15.017679;10.000797
20;-0.032169;-0.186227;15.018623;10.000842
21;-0.035624;-0.195611;15.019561;10.000886
22;-0.039232;-0.204938;15.020494;10.000930
23;-0.042989;-0.214205;15.021421;10.000975
24;-0.046892;-0.223412;15.022341;10.001019
25;-0.050937;-0.232557;15.023256;10.001064
26;-0.055120;-0.241640;15.024164;10.001108
27;-0.059438;-0.250660;15.025066;10.001152
28;-0.063886;-0.259617;15.025962;10.001197
29;-0.068460;-0.268509;15.026851;10.001241
30;-0.073159;-0.277337;15.027734;10.001286
31;-0.077976;-0.286100;15.028610;10.001330
32;-0.082910;-0.294798;15.029480;10.001375
33;-0.087957;-0.303431;15.030343;10.001419
34;-0.093113;-0.311999;15.031200;10.001464
35;-0.098376;-0.320502;15.032050;10.001508
36;-0.103741;-0.328941;15.032894;10.001553
37;-0.109206;-0.337315;15.033732;10.001597
38;-0.114768;-0.345626;15.034563;10.001642
39;-0.120424;-0.353873;15.035387;10.001686
40;-0.126172;-0.362056;15.036206;10.001731
41;-0.132007;-0.370177;15.037018;10.001775
42;-0.137928;-0.378235;15.037824;10.001820
43;-0.143933;-0.386232;15.038623;10.001864
44;-0.150018;-0.394168;15.039417;10.001909
45;-0.156180;-0.402043;15.040204;10.001953
46;-0.162419;-0.409858;15.040986;10.001998
47;-0.168731;-0.417614;15.041761;10.002042
48;-0.175115;-0.425312;15.042531;10.002087
49;-0.181567;-0.432951;15.043295;10.002132
50;-0.188087;-0.440534;15.044053;10.002176
51;-0.194672;-0.448060;15.044806;10.002221
52;-0.201320;-0.455530;15.045553;10.002265
53;-0.208030;-0.462945;15.046294;10.002310
54;-0.214799;-0.470305;15.047031;10.002355
55;-0.221626;-0.477613;15.047761;10.002399
56;-0.228509;-0.484867;15.048487;10.002444
57;-0.235446;-0.492069;15.049207;10.002488
58;-0.242437;-0.499219;15.049922;10.002533
59;-0.249479;-0.506319;15.050632;10.002578
60;-0.256572;-0.513369;15.051337;10.002622
61;-0.263713;-0.520369;15.052037;10.002667
62;-0.270901;-0.527321;15.052732;10.002712
63;-0.278136;-0.534224;15.053422;10.002756
64;-0.285415;-0.541081;15.054108;10.002801
65;-0.292738;-0.547891;15.054789;10.002846
66;-0.300104;-0.554655;15.055465;10.002890
67;-0.307510;-0.561373;15.056137;10.002935
68;-0.314957;-0.568047;15.056805;10.002980
69;-0.322443;-0.574678;15.057468;10.003024
70;-0.329968;-0.581264;15.058126;10.003069
71;-0.337529;-0.587809;15.058781;10.003114
72;-0.345126;-0.594311;15.059431;10.003159
73;-0.352759;-0.600771;15.060077;10.003203
74;-0.360427;-0.607191;15.060719;10.003248
75;-0.368127;-0.613570;15.061357;10.003293
76;-0.375861;-0.619910;15.061991;10.003337
77;-0.383626;-0.626211;15.062621;10.003382
78;-0.391423;-0.632473;15.063247;10.003427
79;-0.399250;-0.638697;15.063870;10.003472
80;-0.407107;-0.644883;15.064488;10.003516
81;-0.414992;-0.651033;15.065103;10.003561
82;-0.422906;-0.657146;15.065715;10.003606
83;-0.430847;-0.663223;15.066322;10.003651
84;-0.438816;-0.669265;15.066927;10.003695
85;-0.446811;-0.675272;15.067527;10.003740
86;-0.454831;-0.681245;15.068124;10.003785
87;-0.462877;-0.687184;15.068718;10.003830
88;-0.470947;-0.693089;15.069309;10.003875
89;-0.479041;-0.698961;15.069896;10.003919
90;-0.487159;-0.704801;15.070480;10.003964
91;-0.495300;-0.710608;15.071061;10.004009
92;-0.503463;-0.716384;15.071638;10.004054
93;-0.511649;-0.722128;15.072213;10.004099
